        Time / ns                Plane wave/real
----------------------------------------------------------------------
                       0                  1.3182567e-006
             0.065830403                   1.383321e-006
              0.13166081                  1.4458602e-006
              0.19749121                  1.5051866e-006
              0.26332161                  1.5605646e-006
              0.32915202                  1.6112108e-006
              0.39498242                  1.6562942e-006
              0.46081282                  1.6949379e-006
              0.52664323                  1.7262201e-006
              0.59247363                  1.7491758e-006
              0.65830403                  1.7627997e-006
              0.72413444                  1.7660484e-006
              0.78996484                  1.7578443e-006
              0.85579524                  1.7370794e-006
              0.92162565                  1.7026198e-006
              0.98745605                  1.6533107e-006
               1.0532865                  1.5879828e-006
               1.1191169                   1.505458e-006
               1.1849473                  1.4045574e-006
               1.2507777                  1.2841083e-006
               1.3166081                  1.1429537e-006
               1.3824385                  9.7996077e-007
               1.4482689                  7.9403136e-007
               1.5140993                   5.841126e-007
               1.5799297                  3.4920838e-007
               1.6457601                  8.8391487e-008
               1.7115905                 -1.9918353e-007
               1.7774209                 -5.1426684e-007
               1.8432513                 -8.5749917e-007
               1.9090817                 -1.2293971e-006
               1.9749121                 -1.6303377e-006
               2.0407425                 -2.0605429e-006
               2.1065729                  -2.520063e-006
               2.1724033                 -3.0087603e-006
               2.2382337                 -3.5262922e-006
               2.3040641                  -4.072094e-006
               2.3698945                 -4.6453619e-006
               2.4357249                 -5.2450358e-006
               2.5015553                 -5.8697819e-006
               2.5673857                 -6.5179767e-006
               2.6332161                 -7.1876896e-006
               2.6990465                  -7.876668e-006
               2.7648769                 -8.5823214e-006
               2.8307073                 -9.3017075e-006
               2.8965377                 -1.0031518e-005
               2.9623682                 -1.0768069e-005
               3.0281986                 -1.1507287e-005
                3.094029                 -1.2244702e-005
               3.1598594                 -1.2975438e-005
               3.2256898                 -1.3694212e-005
               3.2915202                 -1.4395326e-005
               3.3573506                 -1.5072669e-005
                3.423181                 -1.5719719e-005
               3.4890114                 -1.6329546e-005
               3.5548418                 -1.6894823e-005
               3.6206722                 -1.7407835e-005
               3.6865026                 -1.7860494e-005
                3.752333                  -1.824436e-005
               3.8181634                 -1.8550658e-005
               3.8839938                 -1.8770313e-005
               3.9498242                 -1.8893972e-005
               4.0156546                 -1.8912048e-005
                4.081485                 -1.8814753e-005
               4.1473154                 -1.8592148e-005
               4.2131458                  -1.823419e-005
               4.2789762                 -1.7730789e-005
               4.3448066                 -1.7071868e-005
                4.410637                 -1.6247425e-005
               4.4764674                 -1.5247608e-005
               4.5422978                 -1.4062786e-005
               4.6081282                 -1.2683635e-005
               4.6739586                 -1.1101217e-005
                4.739789                 -9.3070761e-006
               4.8056194                 -7.2933296e-006
               4.8714498                 -5.0527699e-006
               4.9372803                 -2.5789673e-006
               5.0031107                  1.3362264e-007
               5.0689411                  3.0895477e-006
               5.1347715                   6.292245e-006
               5.2006019                  9.7439246e-006
               5.2664323                   1.344545e-005
               5.3322627                   1.739622e-005
               5.3980931                  2.1594045e-005
               5.4639235                  2.6035028e-005
               5.5297539                  3.0713443e-005
               5.5955843                  3.5621618e-005
               5.6614147                  4.0749816e-005
               5.7272451                  4.6086125e-005
               5.7930755                  5.1616346e-005
               5.8589059                  5.7323892e-005
               5.9247363                  6.3189692e-005
               5.9905667                  6.9192097e-005
               6.0563971                  7.5306807e-005
               6.1222275                  8.1506794e-005
               6.1880579                  8.7762245e-005
               6.2538883                  9.4040518e-005
               6.3197187                   0.00010030611
               6.3855491                   0.00010652062
               6.4513795                   0.00011264279
               6.5172099                   0.00011862848
               6.5830403                   0.00012443073
               6.6488707                   0.00012999981
               6.7147011                   0.00013528327
               6.7805315                   0.00014022609
                6.846362                   0.00014477078
               6.9121924                   0.00014885753
               6.9780228                   0.00015242439
               7.0438532                   0.00015540746
               7.1096836                   0.00015774113
                7.175514                   0.00015935838
               7.2413444                   0.00016019099
               7.3071748                   0.00016016992
               7.3730052                   0.00015922565
               7.4388356                   0.00015728853
                7.504666                   0.00015428922
               7.5704964                   0.00015015914
               7.6363268                   0.00014483088
               7.7021572                   0.00013823877
               7.7679876                   0.00013031935
                7.833818                   0.00012101196
               7.8996484                   0.00011025929
               7.9654788                  9.8008009e-005
               8.0313092                  8.4209358e-005
               8.0971396                  6.8819816e-005
                 8.16297                  5.1801752e-005
               8.2288004                  3.3124098e-005
               8.2946308                  1.2763037e-005
               8.3604612                 -9.2973049e-006
               8.4262916                  -3.306416e-005
                8.492122                  -5.853542e-005
               8.5579524                 -8.5698944e-005
               8.6237828                  -0.00011453187
               8.6896132                  -0.00014499995
               8.7554436                  -0.00017705689
               8.8212741                  -0.00021064371
               8.8871045                  -0.00024568817
               8.9529349                  -0.00028210417
               9.0187653                  -0.00031979125
               9.0845957                  -0.00035863412
               9.1504261                   -0.0003985022
               9.2162565                  -0.00043924928
               9.2820869                  -0.00048071322
               9.3479173                  -0.00052271572
               9.4137477                  -0.00056506218
               9.4795781                  -0.00060754162
               9.5454085                  -0.00064992675
               9.6112389                  -0.00069197405
               9.6770693                  -0.00073342405
               9.7428997                  -0.00077400166
               9.8087301                   -0.0008134166
               9.8745605                  -0.00085136406
               9.9403909                  -0.00088752533
               10.006221                  -0.00092156867
               10.072052                  -0.00095315033
               10.137882                   -0.0009819156
               10.203713                   -0.0010075001
               10.269543                   -0.0010295312
               10.335373                   -0.0010476295
               10.401204                   -0.0010614106
               10.467034                   -0.0010704869
               10.532865                   -0.0010744696
               10.598695                   -0.0010729709
               10.664525                    -0.001065606
               10.730356                   -0.0010519959
               10.796186                   -0.0010317696
               10.862017                    -0.001004567
               10.927847                  -0.00097004134
               10.993677                  -0.00092786262
               11.059508                  -0.00087772013
               11.125338                  -0.00081932572
               11.191169                  -0.00075241689
               11.256999                  -0.00067676007
               11.322829                  -0.00059215384
                11.38866                  -0.00049843222
                11.45449                  -0.00039546803
               11.520321                  -0.00028317613
               11.586151                  -0.00016151677
               11.651981                  -3.049878e-005
               11.717812                   0.00010981722
               11.783642                   0.00025931573
               11.849473                   0.00041782344
               11.915303                   0.00058510631
               11.981133                   0.00076086698
               12.046964                   0.00094474219
               12.112794                    0.0011363006
               12.178625                    0.0013350406
               12.244455                    0.0015403887
               12.310285                    0.0017516979
               12.376116                    0.0019682469
               12.441946                    0.0021892386
               12.507777                    0.0024138003
               12.573607                    0.0026409835
               12.639437                    0.0028697639
               12.705268                     0.003099043
               12.771098                    0.0033276487
               12.836929                    0.0035543373
               12.902759                    0.0037777962
               12.968589                    0.0039966461
                13.03442                    0.0042094449
                13.10025                    0.0044146915
               13.166081                    0.0046108303
               13.231911                    0.0047962562
               13.297741                    0.0049693205
               13.363572                    0.0051283371
               13.429402                    0.0052715893
               13.495233                    0.0053973373
               13.561063                    0.0055038264
               13.626893                    0.0055892952
               13.692724                    0.0056519851
               13.758554                      0.00569015
               13.824385                     0.005702066
               13.890215                    0.0056860427
               13.956046                    0.0056404338
               14.021876                    0.0055636491
               14.087706                    0.0054541657
               14.153537                     0.005310541
               14.219367                    0.0051314246
               14.285198                    0.0049155711
               14.351028                    0.0046618531
               14.416858                    0.0043692741
               14.482689                    0.0040369814
               14.548519                     0.003664279
                14.61435                    0.0032506407
                14.68018                    0.0027957223
                14.74601                     0.002299374
               14.811841                    0.0017616528
               14.877671                    0.0011828333
               14.943502                   0.00056341957
               15.009332                 -9.5845458e-005
               15.075162                  -0.00079396971
               15.140993                   -0.0015297034
               15.206823                   -0.0023015311
               15.272654                   -0.0031076649
               15.338484                   -0.0039460387
               15.404314                   -0.0048143031
               15.470145                    -0.005709823
               15.535975                   -0.0066296748
               15.601806                   -0.0075706463
               15.667636                   -0.0085292375
               15.733466                   -0.0095016638
               15.799297                    -0.010483859
               15.865127                    -0.011471484
               15.930958                    -0.012459931
               15.996788                    -0.013444336
               16.062618                    -0.014419589
               16.128449                    -0.015380349
               16.194279                    -0.016321057
                16.26011                    -0.017235957
                16.32594                    -0.018119112
                16.39177                    -0.018964427
               16.457601                    -0.019765673
               16.523431                     -0.02051651
               16.589262                    -0.021210517
               16.655092                    -0.021841219
               16.720922                    -0.022402119
               16.786753                    -0.022886731
               16.852583                     -0.02328861
               16.918414                    -0.023601393
               16.984244                    -0.023818835
               17.050074                    -0.023934841
               17.115905                    -0.023943516
               17.181735                    -0.023839194
               17.247566                    -0.023616488
               17.313396                    -0.023270326
               17.379226                    -0.022795995
               17.445057                    -0.022189184
               17.510887                    -0.021446023
               17.576718                    -0.020563128
               17.642548                    -0.019537641
               17.708379                     -0.01836727
               17.774209                    -0.017050328
               17.840039                    -0.015585773
                17.90587                    -0.013973245
                 17.9717                    -0.012213096
               18.037531                     -0.01030643
               18.103361                   -0.0082551268
               18.169191                   -0.0060618733
               18.235022                   -0.0037301874
               18.300852                   -0.0012644395
               18.366683                    0.0013301293
               18.432513                    0.0040473928
               18.498343                    0.0068803288
               18.564174                    0.0098210134
               18.630004                     0.012860619
               18.695835                     0.015989416
               18.761665                     0.019196781
               18.827495                      0.02247121
               18.893326                     0.025800336
               18.959156                     0.029170948
               19.024987                     0.032569027
               19.090817                     0.035979771
               19.156647                     0.039387641
               19.222478                     0.042776402
               19.288308                     0.046129175
               19.354139                     0.049428493
               19.419969                      0.05265636
               19.485799                     0.055794321
                19.55163                     0.058823534
                19.61746                     0.061724842
               19.683291                     0.064478864
               19.749121                     0.067066071
               19.814951                     0.069466888
               19.880782                      0.07166178
               19.946612                     0.073631358
               20.012443                     0.075356477
               20.078273                     0.076818344
               20.144103                     0.077998625
               20.209934                     0.078879557
               20.275764                     0.079444057
               20.341595                     0.079675838
               20.407425                     0.079559522
               20.473255                      0.07908075
               20.539086                     0.078226303
               20.604916                     0.076984206
               20.670747                     0.075343841
               20.736577                     0.073296056
               20.802407                     0.070833267
               20.868238                     0.067949559
               20.934068                     0.064640785
               20.999899                     0.060904652
               21.065729                     0.056740809
               21.131559                     0.052150925
                21.19739                     0.047138761
                21.26322                     0.041710232
