        Time / ns                o2 [pw]/real
----------------------------------------------------------------------
                       0                               0
              0.14043736                               0
              0.28087473                               0
              0.42131209                               0
              0.56174946                               0
              0.70218688                               0
              0.84262419                               0
              0.98306161                               0
               1.1234989                               0
               1.2639363                               0
               1.4043738                               0
                1.544811                               0
               1.6852484                               0
               1.8256859                               0
               1.9661232                               0
               2.1065605                               0
               2.2469978                               0
               2.3874354                               0
               2.5278726                  1.1903687e-034
               2.6683099                  4.7325987e-032
               2.8087475                  1.1411778e-029
               2.9491847                  1.7312743e-027
                3.089622                  1.7096097e-025
               3.2300596                   1.131318e-023
               3.3704967                  5.1411769e-022
               3.5109341                  1.6353404e-020
               3.6513717                  3.6848632e-019
               3.7918091                  5.9035413e-018
               3.9322464                  6.7025916e-017
               4.0726833                  5.3645588e-016
               4.2131209                  3.0349614e-015
               4.3535585                  1.2468455e-014
               4.4939957                  3.9925975e-014
               4.6344333                  1.1079687e-013
               4.7748709                   2.858843e-013
                4.915308                  6.8142865e-013
               5.0557451                  1.4621365e-012
               5.1961827                  2.8125705e-012
               5.3366199                  4.9041652e-012
               5.4770575                  7.8501719e-012
               5.6174951                  1.1633549e-011
               5.7579322                  1.6046305e-011
               5.8983693                  2.0685805e-011
               6.0388069                  2.5017427e-011
                6.179244                  2.8465034e-011
               6.3196816                  3.0477617e-011
               6.4601192                  3.0571806e-011
               6.6005564                  2.8371732e-011
               6.7409935                  2.3652282e-011
               6.8814311                  1.6368571e-011
               7.0218682                  6.6547744e-012
               7.1623058                 -5.2197907e-012
               7.3027434                 -1.8919415e-011
               7.4431806                  -3.411621e-011
               7.5836182                 -5.0555386e-011
               7.7240553                   -6.80829e-011
               7.8644929                 -8.6632965e-011
               8.0049305                 -1.0617832e-010
               8.1453667                 -1.2667051e-010
               8.2858047                 -1.4798214e-010
               8.4262419                 -1.6983842e-010
                 8.56668                 -1.9178278e-010
               8.7071171                 -2.1314975e-010
               8.8475552                 -2.3308899e-010
               8.9879913                 -2.5057262e-010
               9.1284285                 -2.6443905e-010
               9.2688665                 -2.7343336e-010
               9.4093037                 -2.7622316e-010
               9.5497417                 -2.7143951e-010
               9.6901789                 -2.5766014e-010
                9.830616                 -2.3341371e-010
               9.9710531                 -1.9715467e-010
                10.11149                  -1.473059e-010
               10.251928                 -8.2308951e-011
               10.392365                 -7.0336586e-013
               10.532804                  9.8707632e-011
                10.67324                  2.1676075e-010
               10.813677                  3.5380823e-010
               10.954115                  5.0947629e-010
               11.094552                  6.8264311e-010
                11.23499                  8.7134622e-010
               11.375427                  1.0726816e-009
               11.515864                  1.2828831e-009
               11.656301                  1.4972629e-009
               11.796739                  1.7103595e-009
               11.937177                  1.9158293e-009
               12.077614                  2.1065023e-009
               12.218052                  2.2744231e-009
               12.358488                  2.4109306e-009
               12.498926                   2.506459e-009
               12.639363                  2.5509217e-009
                 12.7798                  2.5335649e-009
               12.920238                  2.4435756e-009
               13.060676                  2.2697868e-009
               13.201113                  2.0015325e-009
                13.34155                  1.6288346e-009
               13.481987                  1.1428964e-009
               13.622425                  5.3666394e-010
               13.762862                 -1.9478696e-010
                 13.9033                 -1.0538068e-009
               14.043736                 -2.0392048e-009
               14.184175                 -3.1466962e-009
               14.324612                 -4.3674429e-009
               14.465049                 -5.6881859e-009
               14.605487                 -7.0909372e-009
               14.745924                 -8.5523242e-009
               14.886361                 -1.0043503e-008
               15.026799                 -1.1530019e-008
               15.167236                 -1.2971549e-008
               15.307673                 -1.4322228e-008
               15.448111                 -1.5530981e-008
               15.588548                 -1.6542456e-008
               15.728986                  -1.729641e-008
               15.869423                 -1.7730944e-008
               16.009861                  -1.778205e-008
               16.150297                  -1.738548e-008
               16.290733                 -1.6479131e-008
               16.431173                 -1.5004932e-008
               16.571609                 -1.2910024e-008
               16.712048                 -1.0148219e-008
               16.852484                 -6.6871291e-009
               16.992922                  -2.503838e-009
                17.13336                  2.4073221e-009
               17.273796                  8.0349905e-009
               17.414234                   1.434688e-008
                17.55467                  2.1290084e-008
                17.69511                   2.878404e-008
               17.835546                  3.6726526e-008
               17.975983                  4.4984876e-008
               18.116421                   5.340031e-008
               18.256857                   6.178626e-008
               18.397297                  6.9930906e-008
               18.537733                  7.7594514e-008
               18.678169                  8.4520508e-008
               18.818607                  9.0429253e-008
               18.959044                  9.5028241e-008
