        Time / ns                Plane wave/real
----------------------------------------------------------------------
                       0                  1.3182567e-006
             0.065830021                  1.3833207e-006
              0.13166004                  1.4458595e-006
              0.19749006                  1.5051856e-006
              0.26332008                  1.5605634e-006
              0.32915011                  1.6112094e-006
              0.39498013                  1.6562927e-006
              0.46081015                  1.6949365e-006
              0.52664017                  1.7262188e-006
              0.59247019                  1.7491748e-006
              0.65830021                  1.7627992e-006
              0.72413023                  1.7660485e-006
              0.78996025                  1.7578453e-006
              0.85579028                  1.7370815e-006
               0.9216203                  1.7026232e-006
              0.98745032                  1.6533157e-006
               1.0532803                  1.5879896e-006
               1.1191104                  1.5054671e-006
               1.1849404                  1.4045689e-006
               1.2507704                  1.2841227e-006
               1.3166004                  1.1429713e-006
               1.3824304                  9.7998201e-007
               1.4482605                  7.9405661e-007
               1.5140905                  5.8414228e-007
               1.5799205                  3.4924289e-007
               1.6457505                  8.8431259e-008
               1.7115806                 -1.9913807e-007
               1.7774106                 -5.1421526e-007
               1.8432406                 -8.5744106e-007
               1.9090706                 -1.2293321e-006
               1.9749006                 -1.6302653e-006
               2.0407307                 -2.0604628e-006
               2.1065607                 -2.5199749e-006
               2.1723907                 -3.0086639e-006
               2.2382207                 -3.5261872e-006
               2.3040507                 -4.0719803e-006
               2.3698808                 -4.6452393e-006
               2.4357108                 -5.2449042e-006
               2.5015408                 -5.8696415e-006
               2.5673708                 -6.5178274e-006
               2.6332008                 -7.1875318e-006
               2.6990309                  -7.876502e-006
               2.7648609                 -8.5821476e-006
               2.8306909                 -9.3015265e-006
               2.8965209                 -1.0031331e-005
                2.962351                 -1.0767877e-005
                3.028181                  -1.150709e-005
                3.094011                 -1.2244501e-005
                3.159841                 -1.2975236e-005
                3.225671                  -1.369401e-005
               3.2915011                 -1.4395126e-005
               3.3573311                 -1.5072473e-005
               3.4231611                 -1.5719529e-005
               3.4889911                 -1.6329365e-005
               3.5548211                 -1.6894653e-005
               3.6206512                  -1.740768e-005
               3.6864812                 -1.7860358e-005
               3.7523112                 -1.8244245e-005
               3.8181412                 -1.8550569e-005
               3.8839713                 -1.8770253e-005
               3.9498013                 -1.8893947e-005
               4.0156313                 -1.8912061e-005
               4.0814613                  -1.881481e-005
               4.1472913                 -1.8592253e-005
               4.2131214                 -1.8234349e-005
               4.2789514                 -1.7731008e-005
               4.3447814                 -1.7072151e-005
               4.4106114                 -1.6247779e-005
               4.4764414                 -1.5248038e-005
               4.5422715                 -1.4063299e-005
               4.6081015                 -1.2684236e-005
               4.6739315                 -1.1101912e-005
               4.7397615                 -9.3078713e-006
               4.8055915                 -7.2942305e-006
               4.8714216                  -5.053782e-006
               4.9372516                 -2.5800959e-006
               5.0030816                  1.3237256e-007
               5.0689116                  3.0881715e-006
               5.1347417                  6.2907387e-006
               5.2005717                  9.7422845e-006
               5.2664017                  1.3443674e-005
               5.3322317                  1.7394305e-005
               5.3980617                  2.1591989e-005
               5.4638918                  2.6032831e-005
               5.5297218                  3.0711105e-005
               5.5955518                  3.5619141e-005
               5.6613818                  4.0747203e-005
               5.7272118                  4.6083379e-005
               5.7930419                  5.1613474e-005
               5.8588719                  5.7320901e-005
               5.9247019                  6.3186589e-005
               5.9905319                  6.9188895e-005
                6.056362                  7.5303517e-005
                6.122192                  8.1503429e-005
                6.188022                  8.7758823e-005
                6.253852                  9.4037056e-005
                6.319682                   0.00010030262
               6.3855121                   0.00010651714
               6.4513421                   0.00011263934
               6.5171721                   0.00011862509
               6.5830021                   0.00012442743
               6.6488321                   0.00012999662
               6.7146622                   0.00013528023
               6.7804922                   0.00014022325
               6.8463222                   0.00014476817
               6.9121522                   0.00014885519
               6.9779823                   0.00015242237
               7.0438123                    0.0001554058
               7.1096423                   0.00015773989
               7.1754723                    0.0001593576
               7.2413023                   0.00016019072
               7.3071324                   0.00016017023
               7.3729624                   0.00015922658
               7.4387924                   0.00015729014
               7.5046224                   0.00015429158
               7.5704524                   0.00015016229
               7.6362825                   0.00014483489
               7.7021125                   0.00013824369
               7.7679425                   0.00013032524
               7.8337725                   0.00012101888
               7.8996025                    0.0001102673
               7.9654326                  9.8017152e-005
               8.0312626                  8.4219688e-005
               8.0970926                  6.8831381e-005
               8.1629226                  5.1814596e-005
               8.2287527                  3.3138259e-005
               8.2945827                  1.2778549e-005
               8.3604127                 -9.2804133e-006
               8.4262427                 -3.3045867e-005
               8.4920727                 -5.8515711e-005
               8.5579028                 -8.5677813e-005
               8.6237328                  -0.00011450932
               8.6895628                  -0.00014497599
               8.7553928                  -0.00017703154
               8.8212228                  -0.00021061701
               8.8870529                  -0.00024566016
               8.9528829                   -0.0002820749
               9.0187129                  -0.00031976081
               9.0845429                  -0.00035860258
                9.150373                  -0.00039846966
                9.216203                  -0.00043921585
                9.282033                  -0.00048067904
                9.347863                  -0.00052268093
                9.413693                  -0.00056502694
               9.4795231                  -0.00060750612
               9.5453531                  -0.00064989118
               9.6111831                  -0.00069193863
               9.6770131                  -0.00073338901
               9.7428431                  -0.00077396725
               9.8086732                   -0.0008133831
               9.8745032                  -0.00085133175
               9.9403332                  -0.00088749451
               10.006163                  -0.00092153967
               10.071993                  -0.00095312348
               10.137823                  -0.00098189125
               10.203653                   -0.0010074786
               10.269483                   -0.0010295129
               10.335313                   -0.0010476149
               10.401143                      -0.0010614
               10.466973                   -0.0010704808
               10.532803                   -0.0010744684
               10.598633                    -0.001072975
               10.664463                   -0.0010656158
               10.730293                   -0.0010520119
               10.796123                   -0.0010317921
               10.861954                   -0.0010045965
               10.927784                  -0.00097007824
               10.993614                  -0.00092790732
               11.059444                  -0.00087777301
               11.125274                  -0.00081938713
               11.191104                  -0.00075248719
               11.256934                  -0.00067683958
               11.322764                  -0.00059224283
               11.388594                  -0.00049853096
               11.454424                  -0.00039557673
               11.520254                  -0.00028329496
               11.586084                  -0.00016164585
               11.651914                 -3.0638183e-005
               11.717744                   0.00010966747
               11.783574                   0.00025915568
               11.849404                   0.00041765319
               11.915234                   0.00058492605
               11.981064                   0.00076067694
               12.046894                    0.0009445427
               12.112724                     0.001136092
               12.178554                    0.0013348235
               12.244384                    0.0015401636
               12.310214                    0.0017514656
               12.376044                     0.001968008
               12.441874                     0.002188994
               12.507704                     0.002413551
               12.573534                    0.0026407305
               12.639364                    0.0028695085
               12.705194                    0.0030987863
               12.771024                    0.0033273921
               12.836854                    0.0035540823
               12.902684                    0.0037775443
               12.968514                     0.003996399
               13.034344                    0.0042092044
               13.100174                    0.0044144594
               13.166004                    0.0046106085
               13.231834                    0.0047960467
               13.297664                    0.0049691255
               13.363494                    0.0051281586
               13.429324                    0.0052714296
               13.495154                    0.0053971988
               13.560984                    0.0055037112
               13.626814                    0.0055892058
               13.692644                    0.0056519239
               13.758474                    0.0056901192
               13.824304                    0.0057020681
               13.890134                      0.00568608
               13.955965                    0.0056405088
               14.021795                    0.0055637639
               14.087625                    0.0054543226
               14.153455                    0.0053107421
               14.219285                    0.0051316719
               14.285115                    0.0049158666
               14.350945                    0.0046621985
               14.416775                    0.0043696711
               14.482605                    0.0040374314
               14.548435                    0.0036647833
               14.614265                    0.0032512003
               14.680095                    0.0027963379
               14.745925                    0.0023000463
               14.811755                     0.001762382
               14.877585                    0.0011836194
               14.943415                   0.00056426219
               15.009245                 -9.4946985e-005
               15.075075                  -0.00079301641
               15.140905                   -0.0015286967
               15.206735                   -0.0023004728
               15.272565                   -0.0031065571
               15.338395                    -0.003944884
               15.404225                   -0.0048131046
               15.470055                   -0.0057085841
               15.535885                   -0.0066283994
               15.601715                   -0.0075693388
               15.667545                   -0.0085279027
               15.733375                   -0.0095003069
               15.799205                    -0.010482486
               15.865035                    -0.011470101
               15.930865                    -0.012458544
               15.996695                    -0.013442952
               16.062525                    -0.014418216
               16.128355                    -0.015378995
               16.194185                    -0.016319731
               16.260015                    -0.017234667
               16.325845                    -0.018117867
               16.391675                    -0.018963236
               16.457505                    -0.019764545
               16.523335                    -0.020515456
               16.589165                    -0.021209546
               16.654995                    -0.021840342
               16.720825                    -0.022401347
               16.786655                    -0.022886073
               16.852485                    -0.023288077
               16.918315                    -0.023600996
               16.984145                    -0.023818583
               17.049975                    -0.023934746
               17.115806                    -0.023943586
               17.181636                     -0.02383944
               17.247466                    -0.023616919
               17.313296                    -0.023270951
               17.379126                    -0.022796822
               17.444956                    -0.022190221
               17.510786                    -0.021447277
               17.576616                    -0.020564606
               17.642446                    -0.019539348
               17.708276                    -0.018369211
               17.774106                    -0.017052507
               17.839936                    -0.015588193
               17.905766                    -0.013975907
               17.971596                    -0.012216002
               18.037426                    -0.010309578
               18.103256                   -0.0082585154
               18.169086                    -0.006065499
               18.234916                   -0.0037340455
               18.300746                   -0.0012685239
               18.366576                    0.0013258263
               18.432406                    0.0040428803
               18.498236                    0.0068756178
               18.564066                    0.0098161162
               18.629896                     0.012855549
               18.695726                      0.01598419
               18.761556                     0.019191416
               18.827386                     0.022465725
               18.893216                     0.025794751
               18.959046                     0.029165286
               19.024876                     0.032563311
               19.090706                     0.035974027
               19.156536                     0.039381896
               19.222366                     0.042770684
               19.288196                     0.046123513
               19.354026                     0.049422918
               19.419856                     0.052650904
               19.485686                     0.055789017
               19.551516                     0.058818416
               19.617346                     0.061719945
               19.683176                     0.064474223
               19.749006                     0.067061722
               19.814836                     0.069462867
               19.880666                     0.071658124
               19.946496                     0.073628103
               20.012326                     0.075353659
               20.078156                     0.076815999
               20.143986                     0.077996789
               20.209817                     0.078878263
               20.275647                      0.07944334
               20.341477                      0.07967573
               20.407307                     0.079560052
               20.473137                     0.079081949
               20.538967                     0.078228198
               20.604797                     0.076986821
               20.670627                     0.075347199
               20.736457                     0.073300177
               20.802287                     0.070838168
               20.868117                     0.067955255
               20.933947                     0.064647286
               20.999777                     0.060911966
               21.065607                      0.05674894
               21.131437                     0.052159872
               21.197267                      0.04714852
               21.263097                     0.041720795
