90 -1.66728791182434 -144.904254974415
91 -1.87758067539422 -148.693295982758
92 -2.11503419420444 -152.607121785129
93 -2.38216309202022 -156.64380676536
94 -2.68151858308407 -160.800438063001
95 -3.01565328208348 -165.073273007101
96 -3.38708703587133 -169.458013896191
97 -3.79827762388774 -173.950216993257
98 -4.2516004775788 -178.545848871353
99 -4.74934129836337 -183.24200031547
100 -5.29370446657567 -188.037768100765
101 -5.88683832750599 -192.93532087689
102 -6.53087569429816 -197.941180113864
103 -7.22798393545389 -203.067773711109
104 -7.98041308910017 -208.335361529046
105 -8.79052091235777 -213.774491583846
106 -9.66073720588942 -219.429224015234
107 -10.593399464366 -225.361450862002
108 -11.590335431496 -231.65671163999
109 -12.651963757787 -238.431850596279
110 -13.7754994072376 -245.844366635375
111 -14.9515608710512 -254.101539917692
112 -16.158165939229 -263.462475573015
113 -17.3513299504148 -274.214930917082
114 -18.4540962899188 -286.591120879092
115 -19.3539414089933 -300.585832282268
116 -19.9287187271922 -315.728934788907
117 -20.1074345189894 -331.056504053819
118 -19.9185958318005 -345.487269959778
119 -19.4690315198419 -358.315772992851
120 -18.8796285233223 -369.358274857857
121 -18.2422967918193 -378.772957172193
122 -17.6127385139919 -386.841259654934
123 -17.0196829886142 -393.843474156173
124 -16.4755260772537 -400.014412979903
125 -15.98380332076 -405.537767696908
126 -15.5436101715443 -410.553614354822
127 -15.1520173448555 -415.168223827079
128 -14.8053321597939 -419.462637025486
129 -14.4997320668257 -423.499302171778
130 -14.2315658006124 -427.326974468007
131 -13.9974816434457 -430.984270474019
132 -13.7944675218117 -434.502238298297
133 -13.6198476167324 -437.906223854234
134 -13.4712588994188 -441.217237033553
135 -13.3466197145367 -444.452962159838
136 -13.2440965339483 -447.628513995192
137 -13.1620718169074 -450.757010298275
138 -13.0991142286047 -453.850010906082
139 -13.0539515911349 -456.917858734742
140 -13.0254464961743 -459.969947948076
141 -13.0125742955022 -463.014937424599
142 -13.0144030947554 -466.060922604836
143 -13.0300753482599 -469.115575167591
144 -13.0587906566177 -472.186257319229
145 -13.0997893873652 -475.280115476088
146 -13.1523367645998 -478.404156562267
147 -13.215707103235 -481.565308881713
148 -13.2891678981102 -484.770468446728
149 -13.3719635205669 -488.026530678373
150 -13.4632983304169 -491.340406485807
151 -13.5623190865182 -494.719020852336
152 -13.6680966433925 -498.169291200774
153 -13.7796070649991 -501.698082004254
154 -13.8957124813946 -505.312131413597
155 -14.0151422702834 -509.017945200715
156 -14.1364754706324 -512.821653242101
157 -14.2581257285554 -516.728824328089
158 -14.378330520667 -520.744236587659
159 -14.4951468576771 -524.871603607743
160 -14.6064560692783 -529.113260717019
161 -14.7099804997294 -533.469822073916
162 -14.8033148542933 -537.93982701667
163 -14.8839743624827 -542.519402963082
164 -14.9494607173041 -547.201980673243
165 -14.9973448459116 -551.978103877991
166 -15.025363061525 -556.8353766104
167 -15.0315203561709 -561.758585646006
168 -15.0141920634477 -566.730020874216
169 -14.9722135329573 -571.729993810822
170 -14.9049474424658 -576.737527025654
171 -14.8123202613628 -581.731160476181
172 -14.6948230094294 -586.689800968546
173 -14.5534761459311 -591.593533380351
174 -14.389763150834 -596.424318947309
175 -14.2055410858155 -601.16652501288176 -14.0029384351657 -605.807257150164
177 -13.7842506299029 -610.336492138532
178 -13.5518421559777 -614.7470333259
179 -13.3080616565032 -619.034325054775
180 -13.0551736446609 -623.19616929415
181 -12.7953079059708 -627.232386681847
182 -12.5304257185754 -631.14445821723
183 -12.2623007663139 -634.93517538589
184 -11.9925120052264 -638.60831761987
185 -11.7224456253518 -642.168368062274
186 -11.4533034586239 -645.620272289444
187 -11.1861155705317 -648.969240103206
188 -10.9217552246068 -652.220587575677
189 -10.6609548503118 -655.379614896046
190 -10.4043220351065 -658.451514885823
191 -10.1523548829649 -661.441307003448
192 -9.90545633240457 -664.353791999973
193 -9.66394721370405 -667.19352293049
194 -9.42807795772046 -669.964788845667
195 -9.19803895868507 -672.67160810544
196 -8.97396965082113 -675.317728827766
197 -8.75596639234128 -677.906634487769
198 -8.54408926734557 -680.441553109902
199 -8.33836792174714 -682.92546884985
200 -8.13880654759877 -685.361135050501
201 -7.94538812395805 -687.751088086127
202 -7.75807801372178 -690.097661489919
203 -7.57682700604364 -692.40300000095
204 -7.40157388390929 -694.66907327496
205 -7.23224758673398 -696.897689085833
206 -7.0687690287873 -699.090505906609
207 -6.91105262600015 -701.249044804898
208 -6.75900757632967 -703.374700621242
209 -6.6125389323421 -705.468752423219
210 -6.47154849897724 -707.532373245092
