90 -0.893132782 -145.7167618
91 -1.027927653 -151.2805143
92 -1.233731172 -157.3193474
93 -1.536772438 -163.8732399
94 -1.974651601 -170.955758
95 -2.600925468 -178.5141171
96 -3.48998064 -186.3485797
97 -4.739019606 -193.955152
98 -6.456420163 -200.2234637
99 -8.695830058 -202.8812327
100 -11.18234802 -197.9762678
101 -12.71983239 -183.4154298
102 -12.224979 -168.8846498
103 -10.81023782 -163.4376194
104 -9.550571523 -164.9311601
105 -8.669704257 -169.9873819
106 -8.12535553 -176.8305275
107 -7.842355243 -184.6575834
108 -7.757688911 -193.1226032
109 -7.82331606 -202.0957832
110 -8.001794638 -211.5550682
111 -8.261641662 -221.5342682
112 -8.573521329 -232.0939732
113 -8.907360428 -243.2995222
114 -9.230622929 -255.1982554
115 -9.508362896 -267.7936972
116 -9.705852827 -281.0207133
117 -9.793981346 -294.7327539
118 -9.755962838 -308.7143877
119 -9.592194467 -322.7223552
120 -9.320368369 -336.5396722
121 -8.970735667 -350.0170876
122 -8.579268311 -363.085831
123 -8.181835448 -375.7445075
124 -7.810824707 -388.0338094
125 -7.493935398 -400.0115149
126 -7.254209322 -411.7341104
127 -7.110515045 -423.2464547
128 -7.078110277 -434.5785926
129 -7.169247645 -445.7481005
130 -7.393967123 -456.7661829
131 -7.761252314 -467.6457829
132 -8.280685064 -478.4103645
133 -8.964703059 -489.1029626
134 -9.83163985 -499.7968004
135 -10.90999736 -510.6117683
136 -12.24500064 -521.7474485
137 -13.90966476 -533.5605607
138 -16.02445335 -546.770681
139 -18.78665203 -563.0927862
140 -22.41905451 -587.4812843
141 -25.8675123 -632.9823576
142 -24.37135075 -688.7067115
143 -20.677137 -720.2008356
144 -17.75908277 -738.7050963
145 -15.59189668 -752.3548803
146 -13.93739244 -763.8179314
147 -12.63795891 -774.1112968
148 -11.5945248 -783.7018382
149 -10.74206114 -792.8417978
150 -10.03584938 -801.6892902
151 -9.444063706 -810.3574954
152 -8.943630585 -818.9365321
153 -8.517814597 -827.5035856
154 -8.154751989 -836.1274741
155 -7.846527023 -844.870306
156 -7.588565171 -853.7874146
157 -7.379201198 -862.9261198
158 -7.219317032 -872.3236186
159 -7.111960613 -882.0042888
160 -7.061871032 -891.9768176
161 -7.07486312 -902.2317894
162 -7.157077164 -912.7405529
163 -7.314175204 -923.4561862
164 -7.550642613 -934.317053
165 -7.869393784 -945.2527838
166 -8.271850769 -956.1917546
167 -8.758566669 -967.0686527
168 -9.330350551 -977.8307859
169 -9.989786857 -988.4424006
170 -10.74307902 -998.8871283
171 -11.60230041 -1009.169497
172 -12.58842387 -1019.317192
173 -13.73602607 -1029.386938
174 -15.10168353 -1039.479969
175 -16.78095279 -1049.783243
176 -18.94756071 -1060.691313
177 -21.96049698 -1073.255291
178 -26.72633403 -1091.663871
179 -34.64317156 -1149.962678
180 -28.53456098 -1238.208045
181 -22.43775627 -1261.336095
182 -18.65076564 -1274.655604
183 -15.92824414 -1285.488212
184 -13.81223737 -1295.329456
185 -12.09554608 -1304.661753
186 -10.66877431 -1313.676441
187 -9.467526865 -1322.454041
188 -8.450466406 -1331.025256
189 -7.588954161 -1339.396841
190 -6.86175546 -1347.56476
191 -6.252234901 -1355.521758
192 -5.746880449 -1363.261893
193 -5.334569081 -1370.783078
194 -5.006250118 -1378.088175
195 -4.754861944 -1385.185
196 -4.575381731 -1392.085539
197 -4.464962322 -1398.804543
198 -4.423146215 -1405.357532
199 -4.45216952 -1411.758084
200 -4.557381709 -1418.013998
201 -4.74781032 -1424.121555
202 -5.036887089 -1430.05651
203 -5.443301797 -1435.759356
204 -5.991798126 -1441.110524
205 -6.713278533 -1445.887584
206 -7.642232852 -1449.690185
207 -8.805312457 -1451.811119
208 -10.18248231 -1451.050926
209 -11.59723649 -1445.69089
210 -12.53860851 -1434.716858
