50000000  -4.77149806068979
50439882.6979472  -4.72415010032094
50879765.3958944  -4.67678557340272
51319648.0938416  -4.62796323471567
51759530.7917888  -4.59989967564199
52199413.4897361  -4.58974845106109
52639296.1876833  -4.56222887143939
53079178.8856305  -4.5130139548264
53519061.5835777  -4.442062633439
53958944.2815249  -4.36293248675343
54398826.9794721  -4.30190266234571
54838709.6774193  -4.26160876848244
55278592.3753665  -4.22828738466777
55718475.0733138  -4.22506403477942
56158357.771261  -4.23306502798251
56598240.4692082  -4.23486682934236
57038123.1671554  -4.2033527337612
57478005.8651026  -4.14742921477872
57917888.5630498  -4.08175651314055
58357771.260997  -4.02174239809925
58797653.9589442  -3.97364531631414
59237536.6568914  -3.92595023876892
59677419.3548387  -3.89133084125876
60117302.0527859  -3.86674189350778
60557184.7507331  -3.8448859092446
60997067.4486803  -3.79342377733253
61436950.1466275  -3.72755234482202
61876832.8445747  -3.64580826843546
62316715.5425219  -3.57760300246273
62756598.2404691  -3.54111533211086
63196480.9384163  -3.51357479295002
63636363.6363636  -3.49967005244442
64076246.3343108  -3.49874058627765
64516129.032258  -3.48930409372278
64956011.7302052  -3.45563546506546
65395894.4281524  -3.40405883362693
65835777.1260996  -3.33579218575195
66275659.8240468  -3.26585474146821
66715542.521994  -3.2096600741388
67155425.2199413  -3.16484395136069
67595307.9178885  -3.12148843350391
68035190.6158357  -3.08994311948029
68475073.3137829  -3.06201454833806
68914956.0117301  -3.01911276379766
69354838.7096774  -2.95265843588567
69794721.4076246  -2.87631957130972
70234604.1055718  -2.81481456059526
70674486.803519  -2.78302973473778
71114369.5014662  -2.77069032836252
71554252.1994134  -2.75771816464479
71994134.8973607  -2.73992857658498
72434017.5953079  -2.72594400990269
72873900.2932551  -2.70279738369563
73313782.9912023  -2.66635967573086
73753665.6891495  -2.61383863230618
74193548.3870968  -2.55538233874413
74633431.085044  -2.50174697163894
75073313.7829912  -2.46252868469091
75513196.4809384  -2.42412438662333
75953079.1788856  -2.38828222982521
76392961.8768329  -2.35684476562289
76832844.5747801  -2.31080955503255
77272727.2727273  -2.24913766448566
77712609.9706745  -2.18380930274755
78152492.6686217  -2.12952900173239
78592375.366569  -2.10010850526232
79032258.0645162  -2.09041566148611
79472140.7624634  -2.06238314997841
79912023.4604106  -2.01559285405097
80351906.1583578  -1.98688593172389
80791788.856305  -1.96169224687796
81231671.5542523  -1.92757694596587
81671554.2521995  -1.88516212265136
