1		1241
2		3045
3		-1595
4		-2663
5		1824
6		3305
7		2505
8		5282
9		-486
10		-1486
11		3140
12		2914
13		2043
14		4388
15		1908
16		2415
17		4088
18		3972
19		6120
20		5474
21		5298
22		4454
23		2095
24		1241
25		3045
26		-1595
27		-2663
28		1824
29		3305
30		2505
31		5282
32		-486
33		-1486
34		3140
35		2914
36		3024
37		841
38		3910
39		2775
40		2514
41		3845
42		7310
43		3732
44		3864
45		5688
46		12895
47		408
48		-7724
49		13809
50		15214
51		-9678
52		-202398
53		-1561715
54		-5486468
55		-8686864
56		-4295186
57		2772377
58		1680825
59		-2369447
60		-47623
61		1385819
62		-854291
63		304189
64		1187043
65		-934477
66		175749
67		1245865
68		-451417
69		40926
70		825149
71		-427552
72		133988
73		723371
74		-328786
75		48868
76		474936
77		-286379
78		331585
79		500474
80		-292709
81		116767
82		281235
83		-214893
84		316622
85		271698
86		-186149
87		252903
88		215554
89		-119367
90		293091
91		151159
92		-92035
93		310031
94		125871
95		-50591
96		264530
97		103663
98		-14296
99		243698
100		56753
101		39063
102		229774
103		45703
104		56719
105		210853
106		20929
107		101027
108		178014
109		25331
110		129086
111		179416
112		-13556
113		107614
114		137223
115		53240
116		166523
117		128289
118		12458
119		177076
120		98181
121		15097
122		168816
123		110352
124		36199
125		191303
126		79180
127		15627
128		151038
129		86098
130		37197
131		151826
132		64359
133		57739
134		145562
135		67136
136		59989
137		134692
138		47163
139		78452
140		127026
141		50053
142		65531
143		111405
144		52490
145		118701
146		123170
147		51573
148		110048
149		130728
150		35418
151		76760
152		86283
153		55722
154		100105
155		98647
156		54545
157		112468
158		85488
159		53359
160		96185
161		85995
162		53897
163		101173
164		87187
165		89144
166		110160
167		69635
168		54814
169		99775
170		61041
171		17242
172		-77648
173		-197542
174		-136414
175		62166
176		66126
177		23371
178		71616
179		84800
180		52159
181		71192
182		85763
183		68664
184		70384
185		75656
186		66098
187		70961
188		69542
189		76215
190		74790
191		72177
192		72947
193		66313
194		62895
195		68875
196		58855
197		61708
198		71396
199		71815
200		60854
201		76615
202		66239
203		65252
204		64043
205		61659
206		54514
207		70280
208		54807
209		58744
210		59843
211		57403
212		51118
213		64931
214		53674
215		55852
216		54297
217		56870
218		56783
219		60649
220		49484
221		61558
222		58718
223		58243
224		58505
225		66457
226		55461
227		60910
228		53315
229		53212
230		54220
231		55928
232		48449
233		58777
234		52876
235		51251
236		51158
237		52341
238		46393
239		53217
240		47297
241		48444
242		47896
243		48514
244		43933
245		49702
246		43545
247		49150
248		50263
249		52476
250		47247
251		46488
252		39924
253		50645
254		48807
255		46206
256		41772
257		45706
258		39794
259		46302
260		43065
261		43347
262		43691
263		49659
264		43180
265		50220
266		45745
267		43086
268		40172
269		44812
270		38799
271		44351
272		41797
273		43521
274		44100
275		48476
276		41351
277		46581
278		43742
279		42149
280		37757
281		38251
282		36408
283		38660
284		34669
285		42495
286		42637
287		43081
288		40231
289		42499
290		37454
291		38996
292		36350
293		34780
294		31357
295		36672
296		33289
297		36016
298		34116
299		32892
300		27029
301		29340
302		30145
303		35978
304		31355
305		28815
306		26487
307		29942
308		25705
309		27435
310		24504
311		22925
312		21525
313		29103
314		28064
315		24450
316		19781
317		23540
318		22110
319		23661
320		23803
321		28281
322		24427
323		20091
324		20076
325		25132
326		21145
327		19786
328		21832
329		29377
330		27102
331		24684
332		20897
333		23228
334		23673
335		27452
336		23477
337		19469
338		19654
339		26880
340		24506
341		23828
342		21882
343		21651
344		17894
345		19263
346		19412
347		19402
348		16442
349		19181
350		18012
351		21062
352		18802
353		18533
354		16071
355		20716
356		22141
357		22526
358		19385
359		22403
360		18532
361		17635
362		17166
363		18488
364		18942
365		22724
366		19469
367		21297
368		20890
369		21031
370		17876
371		18520
372		17679
373		22255
374		22525
375		21002
376		20426
377		24886
378		19893
379		17634
380		16037
381		19859
382		18451
383		21222
384		20211
385		22372
386		21603
387		20701
388		13688
389		13579
390		13837
391		15039
392		10186
393		14285
394		18304
395		19227
396		14114
397		14147
398		15757
399		16759
400		12826
401		11916
402		14087
403		14834
404		11182
405		11297
406		8241
407		10155
408		11786
409		8896
410		8704
411		11752
412		9372
413		11518
414		15907
415		16466
416		12393
417		13147
418		10062
419		10769
420		10834
421		7870
422		5932
423		11012
424		9416
425		6718
426		5752
427		5766
428		4947
429		7167
430		7460
431		8542
432		9563
433		10044
434		8702
435		6805
436		8025
437		11406
438		9021
439		7035
440		8215
441		9424
442		6478
443		9378
444		7903
445		3910
446		2427
447		7645
448		8987
449		8172
450		5613
451		4868
452		3152
453		5986
454		6192
455		5846
456		4105
457		7742
458		6902
459		4472
460		4204
461		3518
462		717
463		3322
464		5288
465		5748
466		4169
467		7507
468		5744
469		5194
470		5803
471		7017
472		10795
473		9024
474		4729
475		3050
476		7078
477		6437
478		6603
479		5818
480		4443
481		3581
482		6101
483		7682
484		8458
485		10389
486		8947
487		8022
488		7596
489		7387
490		7641
491		8433
492		7922
493		6295
494		-367
495		2205
496		6426
497		9111
498		6159
499		6310
500		4001
501		7341
502		8892
503		7364
504		4453
505		6299
506		6571
507		6208
508		3897
509		3120
510		3399
511		3268
512		3560
513		4045
514		529
515		1464
516		6559
517		8373
518		2786
519		1109
520		1017
521		320
522		2292
523		2804
524		3367
525		3789
526		-2126
527		-4996
528		230
529		4307
530		1558
531		2775
532		2986
533		50
534		104
535		1606
536		663
537		2237
538		1007
539		-1287
540		-228
541		3543
542		5122
543		2747
544		-4
545		1230
546		1222
547		-2844
548		-2741
549		-1006
550		-2578
551		-2395
552		-2178
553		-496
554		1494
555		-1910
556		-2754
557		-886
558		449
559		-2465
560		1025
561		4931
562		1176
563		743
564		2786
565		12
566		-958
567		-250
568		1
569		1333
570		4310
571		1123
572		-919
573		-204
574		-1489
575		-1151
576		1039
577		-1085
578		-616
579		-674
580		-1569
581		440
582		-1181
583		-3303
584		-303
585		2347
586		-336
587		-174
588		310
589		-2192
590		2298
591		5740
592		1811
593		333
594		1842
595		1320
596		2769
597		4189
598		1107
599		1269
600		2704
601		1064
602		2764
603		1660
604		-5068
605		-2383
606		2810
607		19
608		-3501
609		914
610		1257
611		851
612		4479
613		2893
614		-467
615		1740
616		3036
617		1751
618		3477
619		3691
620		-4794
621		-3790
622		2583
623		-671
624		-4551
625		-3129
626		-3045
627		-1995
628		-777
629		-4923
630		-5013
631		-835
632		-2945
633		-4592
634		-857
635		-973
