636		-2366
637		-2664
638		-4072
639		-3789
640		-182
641		-1763
642		-1958
643		-2272
644		-4261
645		-3600
646		3264
647		1158
648		-225
649		-845
650		-4704
651		-4211
652		-2534
653		-4391
654		-2128
655		-961
656		-4302
657		-5940
658		-5517
659		-5400
660		-174
661		-1659
662		-5533
663		-802
664		1648
665		-4309
666		-1324
667		1741
668		-2721
669		-3079
670		705
671		-3365
672		-4043
673		-751
674		-1362
675		-2105
676		-3397
677		-3558
678		-806
679		-1160
680		-4983
681		-3921
682		-2127
683		-1877
684		-3138
685		-2551
686		-2464
687		-2651
688		-2899
689		-1840
690		-503
691		-1311
692		-2955
693		-2973
694		-2603
695		-103
696		-605
697		-4762
698		-5585
699		-3954
700		-5860
701		-6256
702		-4950
703		-5117
704		-932
705		-2413
706		-4742
707		-2838
708		357
709		-1869
710		-1229
711		696
712		-1691
713		-5164
714		-4664
715		-1324
716		-65
717		-2610
718		-4858
719		-4925
720		-4949
721		-3367
722		2167
723		308
724		-3525
725		-6341
726		-2475
727		-2560
728		-3999
729		-2963
730		270
731		424
732		-579
733		-886
734		-1317
735		-4074
736		-3588
737		-849
738		-263
739		-2515
740		-1981
741		-1773
742		-2365
743		-1286
744		1796
745		2692
746		-884
747		-5386
748		-6756
749		-1406
750		472
751		-2188
752		-1973
753		425
754		1671
755		3009
756		-767
757		-5969
758		-2762
759		-739
760		-3401
761		-4280
762		-1468
763		178
764		359
765		-2129
766		-3448
767		-1705
768		912
769		1259
770		-2145
771		-5543
772		-2509
773		-1552
774		-3395
775		-3682
776		-4210
777		-7006
778		-5789
779		-3862
780		-5207
781		-4534
782		-4409
783		-3843
784		-3449
785		-4121
786		-6191
787		-2085
788		-687
789		-2457
790		-2567
791		-4723
792		-5333
793		-89
794		1057
795		-4653
796		-3617
797		-2529
798		-4101
799		-2391
800		-83
801		-4639
802		-4942
803		-2968
804		-2289
805		-4535
806		-4916
807		-4815
808		-3515
809		-1765
810		-3270
811		-5643
812		-2450
813		-1857
814		-5185
815		-3870
816		1337
817		1132
818		-1402
819		-4214
820		-2010
821		798
822		-1674
823		-4480
824		-774
825		1926
826		-3221
827		-4949
828		-4375
829		-4794
830		-2414
831		1415
832		-750
833		-4969
834		-4533
835		-2519
836		-2251
837		-4245
838		-7113
839		-5398
840		-3668
841		-4518
842		-2032
843		-1040
844		-2165
845		-4190
846		-152
847		998
848		-2909
849		-5452
850		-3097
851		-1373
852		-1904
853		-5520
854		-5878
855		-3231
856		-1926
857		-1025
858		507
859		-3916
860		-3338
861		472
862		-1588
863		-7965
864		-6358
865		-2995
866		-3315
867		-3449
868		-5130
869		-6728
870		-3168
871		-2859
872		-1559
873		315
874		-1194
875		-4686
876		-5069
877		-3594
878		-3857
879		-4131
880		-6511
881		-6235
882		-3591
883		-5728
884		-8652
885		-5885
886		-4123
887		-5951
888		-4503
889		-742
890		207
891		-1560
892		-905
893		-3275
894		-7448
895		-6669
896		-3390
897		-3778
898		-2531
899		-1233
900		-2239
901		1305
902		5737
903		-901
904		-6281
905		-5302
906		-2276
907		-1493
908		1350
909		-697
910		-2792
911		-4882
912		-4863
913		-2879
914		-2841
915		-6670
916		-539
917		2132
918		-2282
919		-2817
920		0
921		-5276
922		-7644
923		-3510
924		-1066
925		-711
926		319
927		-5021
928		-7154
929		-4952
930		-5430
931		-7189
932		-4284
933		-1438
934		480
935		-178
936		-3333
937		-2540
938		2793
939		-390
940		-2126
941		-1493
942		-639
943		-1541
944		-4160
945		-3859
946		-450
947		401
948		-3925
949		-4436
950		-2869
951		-3893
952		-3946
953		-2319
954		-2213
955		-3409
956		-2490
957		-4335
958		-4913
959		-1537
960		-782
961		-1634
962		-1340
963		-2441
964		-3158
965		-5928
966		-6488
967		-5491
968		-956
969		-2949
970		-5438
971		-3497
972		-5585
973		-8353
974		-1837
975		1616
976		187
977		-1808
978		-4375
979		-5808
980		-2115
981		-1533
982		-2592
983		-2750
984		-2859
985		-4411
986		-1620
987		-911
988		-2966
989		-3240
990		-2819
991		-4453
992		-2098
993		275
994		-4372
995		-6617
996		-4054
997		-3914
998		-2884
999		-1152
1000		-1304
1001		-2502
1002		-2962
1003		-5932
1004		-5690
1005		-3963
1006		-4299
1007		-5380
1008		-3939
1009		-1418
1010		688
1011		-2232
1012		-7583
1013		-7544
1014		-1030
1015		-140
1016		-1635
1017		-216
1018		2768
1019		225
1020		-1547
1021		217139
1022		357653
1023		21547
1024		480853
